APPLICATION_NUMBER,TARGET,NAME_CONTRACT_TYPE
123709180,0,Cash
123536263,0,Cash
123427147,0,Cash
123464915,0,Cash
123654742,0,Credit Card
123528794,0,Cash
123642696,0,Cash
123461712,0,Credit Card
123592539,0,Cash
123721282,1,Cash
123671260,0,Credit Card
123502908,1,Cash
123562588,0,Cash
123692217,0,Cash
123554755,0,Cash
123440882,0,Cash
123477701,0,Cash
123703474,1,Cash
123534004,0,Cash
123675905,0,Cash
123486367,0,Credit Card
123579908,0,Cash
123542068,0,Cash
123598301,0,Cash
123462822,0,Cash
123523181,0,Cash
123663266,0,Cash
123660835,0,Cash
123650844,0,Credit Card
123561231,0,Cash
123653013,0,Cash
123550463,0,Cash
123604675,0,Cash
123651593,0,Cash
123667550,0,Cash
123571568,0,Cash
123522340,0,Cash
123676214,0,Cash
123559783,0,Credit Card
123579406,1,Cash
123475963,0,Cash
123635214,0,Cash
123706517,0,Cash
123724534,0,Cash
123604110,0,Cash
123676806,0,Cash
123492220,0,Cash
123721314,0,Cash
123496425,0,Cash
123548591,0,Cash
123516164,0,Cash
123619379,0,Cash
123525591,0,Credit Card
123540414,0,Cash
123472957,0,Cash
123631081,0,Credit Card
123433806,0,Cash
123497053,0,Cash
123656151,1,Credit Card
123492923,0,Credit Card
123562302,0,Cash
123609802,0,Cash
123621789,0,Cash
123511727,0,Cash
123552678,0,Cash
123682395,0,Cash
123635596,0,Cash
123488176,0,Cash
123425867,0,Cash
123651995,1,Cash
123527519,0,Cash
123489742,0,Cash
123654482,0,Credit Card
123584868,0,Cash
123611749,0,Cash
123638300,0,Cash
123572281,0,Cash
123478517,0,Cash
123519240,0,Credit Card
123427005,0,Cash
123517130,1,Cash
123611704,0,Cash
123691074,0,Cash
123641317,1,Cash
123615674,0,Cash
123518786,0,Cash
123516491,0,Cash
123724426,0,Cash
123548113,0,Cash
123579545,0,Cash
123530474,0,Cash
123703443,0,Cash
123684600,0,Cash
123444269,0,Cash
123649088,0,Cash
123550289,0,Credit Card
123661123,0,Cash
123451603,0,Cash
123605238,0,Cash
123472699,0,Cash
123556570,0,Cash
123620692,0,Cash
123694145,0,Cash
123598680,0,Cash
123427527,0,Cash
123637198,0,Cash
123716703,0,Cash
123632003,0,Cash
123730404,0,Cash
123580432,0,Cash
123662444,0,Cash
123647536,0,Cash
123423374,0,Cash
123427428,0,Cash
123541831,0,Cash
123519948,0,Cash
123471688,0,Cash
123605189,0,Cash
123573050,0,Cash
123593053,0,Cash
123427952,0,Cash
123696864,0,Cash
123461245,0,Cash
123729246,0,Cash
123426240,1,Cash
123468594,1,Cash
123681683,0,Cash
123661717,0,Cash
123481025,0,Cash
123531804,1,Cash
123547393,0,Cash
123427771,0,Cash
123716469,0,Cash
123490830,0,Credit Card
123708195,1,Credit Card
123545202,0,Cash
123439088,1,Cash
123533473,0,Cash
123610815,0,Cash
123591485,0,Credit Card
123572458,0,Cash
123550038,1,Credit Card
123623714,1,Cash
123523535,0,Cash
123646749,0,Cash
123520574,0,Cash
123575998,0,Cash
123696285,0,Cash
123652977,0,Cash
123616133,0,Cash
123453194,0,Cash
123517250,0,Cash
123497017,0,Cash
123663216,0,Cash
123515434,0,Credit Card
123504084,0,Cash
123698524,0,Cash
123625730,1,Cash
123600970,0,Cash
123469581,0,Cash
123539094,0,Cash
123492835,0,Cash
123641413,0,Cash
123551089,0,Cash
123585012,0,Cash
123533710,0,Cash
123680968,0,Cash
123519670,0,Cash
123471361,0,Cash
123488336,0,Cash
123466277,0,Cash
123598476,0,Cash
123440103,0,Cash
123658687,0,Credit Card
123631882,0,Cash
123466610,0,Cash
123535434,0,Cash
123558770,0,Cash
123434770,0,Cash
123487516,0,Cash
123431865,0,Cash
123564964,0,Cash
123435978,0,Credit Card
123513937,0,Cash
123500203,0,Cash
123729982,0,Cash
123558898,0,Cash
123643212,1,Cash
123642793,0,Cash
123697370,0,Cash
123564636,0,Cash
123589669,0,Cash
123576191,0,Cash
123428804,0,Cash
123570639,0,Cash
123660140,0,Cash
123469765,0,Cash
123622759,0,Cash
123440404,0,Cash
123595490,0,Cash
123526717,0,Cash
123631604,0,Cash
123430451,0,Cash
123474834,0,Cash
123541449,0,Cash
123647543,0,Credit Card
123504933,0,Cash
123523338,0,Cash
123600781,0,Credit Card
123718641,1,Cash
123589447,0,Credit Card
123703247,0,Credit Card
123434974,0,Cash
123703039,0,Cash
123695479,0,Cash
123567749,0,Credit Card
123434179,0,Cash
123442100,0,Cash
123710295,0,Cash
123700218,0,Cash
123473614,0,Cash
123511749,0,Cash
123696649,0,Cash
123443953,0,Cash
123486303,0,Credit Card
123652417,0,Cash
123617019,0,Cash
123573249,0,Credit Card
123514975,0,Cash
123493856,0,Cash
123645255,1,Cash
123480783,0,Cash
123522559,0,Cash
123533606,0,Credit Card
123450859,0,Cash
123662803,0,Cash
123619345,0,Cash
123580403,1,Cash
123447149,0,Cash
123661893,0,Cash
123621831,0,Credit Card
123426165,0,Cash
123645055,1,Cash
123598361,0,Cash
123598395,0,Cash
123452960,0,Cash
123554107,1,Cash
123647274,0,Cash
123547059,0,Credit Card
123659385,0,Cash
123587713,1,Cash
123517689,0,Cash
123682092,0,Cash
123577902,0,Cash
123491368,0,Cash
123628185,0,Cash
123559746,0,Credit Card
123455620,0,Cash
123725860,0,Cash
123623836,0,Cash
123632189,0,Cash
123525607,0,Credit Card
123428580,0,Cash
123642430,0,Cash
123549559,0,Cash
123549706,0,Cash
123716824,0,Credit Card
123647405,0,Cash
123461392,0,Credit Card
123562946,0,Credit Card
123567966,0,Cash
123539789,0,Cash
123436935,0,Cash
123544964,0,Credit Card
123504737,0,Cash
123570229,0,Cash
123525880,1,Cash
123591051,0,Cash
123685900,0,Cash
123485425,0,Cash
123659659,1,Cash
123663858,0,Cash
123480802,0,Cash
123638740,1,Cash
123485877,0,Credit Card
123687154,0,Cash
123513330,0,Cash
123459839,0,Cash
123432453,0,Cash
123604276,0,Cash
123452563,0,Cash
123628030,0,Cash
123430974,0,Cash
123638388,0,Cash
123675498,0,Cash
123456176,0,Credit Card
123599597,0,Cash
123681508,0,Credit Card
123656459,0,Cash
123510971,0,Credit Card
123550711,0,Cash
123442411,0,Cash
123575896,0,Credit Card
123565305,0,Credit Card
123451783,0,Cash
123436798,0,Cash
123563424,0,Cash
123626826,0,Cash
123506873,0,Cash
123570953,0,Cash
123502385,0,Cash
123562856,0,Cash
123531531,0,Cash
123664084,0,Cash
123711492,0,Cash
123484191,0,Cash
123712060,0,Cash
123590524,0,Cash
123703902,0,Cash
123448362,0,Cash
123598567,0,Cash
123575817,0,Cash
123661432,0,Cash
123636479,0,Cash
123683850,0,Cash
123713121,0,Cash
123686554,0,Credit Card
123544141,0,Cash
123656611,0,Cash
123574962,0,Cash
123692907,0,Cash
123678027,1,Cash
123729266,0,Cash
123686024,0,Cash
123541471,0,Cash
123523276,1,Cash
123546891,0,Cash
123543794,0,Cash
123471692,0,Cash
123657180,0,Cash
123463959,1,Cash
123537875,0,Cash
123531877,1,Cash
123576523,0,Cash
123521592,0,Cash
123666733,0,Cash
123618532,0,Cash
123722307,0,Cash
123457396,0,Cash
123607094,0,Cash
123553672,0,Cash
123656134,0,Cash
123684665,0,Cash
123460288,0,Cash
123685386,0,Cash
123465577,0,Cash
123462723,0,Cash
123559999,0,Cash
123669335,0,Cash
123699508,0,Cash
123693601,0,Cash
123698874,0,Cash
123591193,0,Cash
123428258,0,Cash
123513626,0,Cash
123559677,0,Cash
123604977,0,Cash
123622572,0,Cash
123589983,0,Cash
123477000,0,Cash
123717949,0,Cash
123686133,0,Cash
123540308,0,Cash
123511034,0,Cash
123629295,0,Cash
123580502,0,Cash
123439010,0,Cash
123473506,0,Cash
123457786,1,Cash
123501692,0,Cash
123482936,0,Cash
123710954,0,Credit Card
123554025,0,Cash
123518732,0,Cash
123686750,0,Cash
123541187,0,Cash
123554342,0,Credit Card
123539761,0,Cash
123602255,0,Cash
123471427,0,Credit Card
123424093,0,Cash
123705119,0,Cash
123497200,0,Cash
123504691,0,Cash
123463966,0,Cash
123560752,0,Cash
123505903,0,Cash
123588124,0,Cash
123634370,1,Credit Card
123724486,0,Cash
123620407,0,Cash
123510096,0,Cash
123432555,0,Cash
123691218,0,Cash
123615525,1,Cash
123437595,0,Cash
123590375,0,Cash
123591507,0,Cash
123484868,0,Cash
123678794,0,Cash
123520610,0,Cash
123488522,0,Cash
123465009,0,Cash
123552496,0,Cash
123656875,0,Cash
123457679,0,Cash
123472977,0,Cash
123561432,0,Cash
123517363,0,Cash
123546923,0,Cash
123603742,0,Cash
123626659,0,Cash
123426972,0,Cash
123527229,0,Cash
123556292,1,Cash
123479511,0,Cash
123676167,0,Cash
123435098,0,Cash
123504012,0,Cash
123494277,0,Cash
123555245,0,Cash
123457677,0,Cash
123556280,0,Cash
123506659,0,Cash
123523576,0,Cash
123594071,0,Cash
123518497,0,Cash
123454680,0,Cash
123470866,1,Cash
123690587,0,Cash
123679403,0,Cash
123666767,0,Cash
123698857,0,Cash
123694619,0,Cash
123606240,0,Cash
123680579,1,Cash
123518380,0,Cash
123697797,0,Cash
123451369,0,Cash
123465168,0,Cash
123558381,0,Cash
123718380,0,Cash
123440121,0,Cash
123513517,0,Cash
123694620,0,Cash
123610059,0,Cash
123553216,0,Cash
123454975,0,Cash
123696760,0,Cash
123654803,1,Credit Card
123584009,0,Cash
123506389,0,Cash
123693450,0,Cash
123612380,1,Cash
123599609,0,Cash
123636080,0,Cash
123624378,0,Cash
123708830,0,Cash
123615499,0,Credit Card
123503991,0,Cash
123471685,0,Cash
123453337,0,Cash
123443164,0,Cash
123436989,0,Cash
123565568,0,Credit Card
123570095,0,Cash
123675432,0,Cash
123563239,1,Cash
123534490,1,Cash
123684086,0,Cash
123551701,0,Cash
123698171,0,Cash
123671740,0,Cash
123541902,0,Cash
123467740,0,Cash
123534341,0,Cash
123694826,0,Cash
123693996,0,Cash
123697022,0,Cash
123637648,0,Cash
123475915,0,Credit Card
123488210,0,Cash
123516107,0,Cash
123503037,0,Cash
123604598,0,Cash
123572876,0,Cash
123516011,0,Cash
123537912,1,Cash
123505008,0,Credit Card
123553862,1,Cash
123509524,0,Cash
123725427,0,Cash
123540972,0,Cash
123554166,0,Cash
123541225,0,Cash
123589930,0,Cash
123622130,0,Cash
123496303,0,Cash
123532625,0,Cash
123565649,1,Cash
123494215,0,Cash
123553079,0,Cash
123564419,0,Cash
123556421,0,Credit Card
123483960,0,Cash
123730316,0,Cash
123622651,1,Cash
123720707,0,Cash
123431376,0,Cash
123546483,0,Cash
123515314,0,Credit Card
123607833,0,Credit Card
123612391,0,Cash
123517703,0,Cash
123472681,0,Cash
123565853,0,Credit Card
123466972,0,Cash
123587029,0,Credit Card
123434632,0,Cash
123512582,0,Cash
123493669,0,Cash
123424416,0,Cash
123493267,0,Cash
123665099,0,Cash
123499455,1,Cash
123539799,0,Cash
123466850,0,Credit Card
123637047,0,Cash
123636108,0,Cash
123543600,0,Cash
123663752,0,Cash
123548206,0,Cash
123728197,0,Cash
123577204,0,Cash
123432178,0,Cash
123615683,0,Cash
123500112,0,Cash
123693648,0,Cash
123555098,0,Cash
123496195,0,Cash
123449785,0,Cash
123504640,1,Cash
123570893,0,Cash
123616234,0,Cash
123497925,0,Cash
123597739,0,Cash
123466435,0,Cash
123460511,0,Cash
123536122,0,Cash
123573957,0,Cash
123567490,0,Cash
123615767,0,Cash
123625516,0,Cash
123659235,0,Cash
123599245,0,Cash
123586691,0,Cash
123606665,1,Cash
123640917,0,Cash
123502645,0,Cash
123494362,0,Cash
123484701,0,Credit Card
123687157,0,Cash
123486050,0,Cash
123649627,0,Cash
123666188,1,Cash
123720427,0,Cash
123622928,0,Cash
123588027,0,Cash
123510531,0,Cash
123502272,0,Credit Card
123663664,0,Cash
123493489,0,Cash
123598180,0,Credit Card
123493869,0,Cash
123644104,0,Cash
123686858,0,Cash
123517328,0,Cash
123430153,0,Credit Card
123490536,0,Cash
123475321,0,Cash
123461920,0,Cash
123438591,0,Cash
123518552,0,Cash
123493823,0,Cash
123548082,0,Cash
123580979,0,Cash
123614781,1,Cash
123480062,0,Cash
123692699,1,Cash
123492087,0,Cash
123565936,1,Cash
123648478,0,Cash
123640332,0,Cash
123575594,1,Cash
123442654,0,Cash
123495301,0,Credit Card
123504192,0,Cash
123497228,0,Cash
123551994,0,Cash
123439742,0,Cash
123492525,0,Cash
123485902,0,Cash
123470493,0,Cash
123473758,1,Cash
123641913,0,Cash
123687529,0,Cash
123641422,0,Cash
123696154,0,Credit Card
123631071,1,Cash
123471579,0,Cash
123669598,0,Cash
123725224,0,Cash
123472088,0,Cash
123653085,0,Cash
123724824,0,Cash
123519517,0,Cash
123603702,0,Cash
123450334,0,Cash
123502544,0,Cash
123562912,0,Cash
123635700,0,Credit Card
123727864,0,Cash
123572524,0,Cash
123515402,0,Credit Card
123590652,0,Cash
123461480,0,Cash
123638041,0,Cash
123458575,0,Cash
123562678,0,Cash
123647428,0,Cash
123512040,0,Cash
123632138,0,Cash
123608305,0,Cash
123492714,0,Cash
123428863,0,Cash
123443784,0,Credit Card
123572237,0,Cash
123657985,0,Cash
123654573,0,Cash
123541384,1,Cash
123702712,1,Cash
123494425,0,Credit Card
123665277,0,Cash
123550542,0,Cash
123546426,0,Credit Card
123655965,0,Cash
123709697,0,Cash
123575362,1,Cash
123569911,0,Cash
123651880,1,Cash
123496431,0,Cash
123545282,0,Credit Card
123592305,0,Cash
123682912,0,Cash
123635148,0,Cash
123676243,0,Cash
123613496,0,Credit Card
123656260,0,Cash
123598097,0,Cash
123617603,0,Cash
123545170,0,Cash
123579101,0,Cash
123455370,0,Cash
123521240,0,Cash
123661392,0,Cash
123677675,0,Cash
123727149,0,Cash
123490841,0,Cash
123657800,0,Cash
123680417,0,Cash
123508080,0,Cash
123667513,0,Credit Card
123427116,0,Cash
123435848,0,Cash
123465175,0,Credit Card
123509706,0,Cash
123659851,0,Cash
123617739,0,Cash
123521500,0,Cash
123584599,0,Cash
123517630,0,Cash
123464271,0,Cash
123501762,0,Cash
123659013,0,Cash
123722634,0,Cash
123711673,0,Cash
123722200,0,Cash
123605898,0,Cash
123457643,0,Cash
123439106,1,Cash
123713100,0,Credit Card
123676798,0,Cash
123600137,0,Cash
123440755,0,Cash
123472108,0,Cash
123495953,0,Cash
123690196,0,Cash
123598679,0,Credit Card
123432985,0,Cash
123520905,0,Cash
123670024,0,Cash
123521685,0,Cash
123546050,0,Cash
123720134,0,Cash
123427447,0,Cash
123430530,0,Cash
123579243,0,Cash
123560837,0,Cash
123699872,0,Cash
123452051,0,Cash
123590651,0,Cash
123664564,0,Cash
123586770,0,Cash
123596556,0,Cash
123483047,0,Cash
123717942,0,Cash
123686928,0,Cash
123457121,0,Cash
123709748,0,Credit Card
123585662,0,Cash
123463027,0,Cash
123526896,0,Credit Card
123433449,1,Cash
123660180,1,Cash
123639447,0,Cash
123459013,0,Credit Card
123651017,0,Cash
123723423,0,Cash
123556554,0,Cash
123451931,0,Cash
123673216,0,Cash
123544184,1,Cash
123480354,0,Cash
123581937,0,Cash
123656713,0,Cash
123603227,0,Cash
123545831,0,Cash
123513325,0,Cash
123671509,0,Cash
123682398,1,Cash
123467835,0,Cash
123435263,0,Credit Card
123641567,0,Credit Card
123441386,1,Cash
123634954,0,Cash
123591284,1,Cash
123593950,0,Cash
123638211,0,Cash
123691182,0,Cash
123707460,0,Cash
123661886,0,Cash
123471576,0,Cash
123496826,0,Cash
123609442,0,Cash
123675620,0,Cash
123724584,0,Cash
123516018,0,Cash
123465397,0,Cash
123729420,0,Cash
123447406,0,Cash
123585600,0,Cash
123717904,0,Cash
123702399,0,Cash
123483648,1,Cash
123426291,0,Cash
123481559,0,Credit Card
123660114,0,Cash
123567132,0,Cash
123628810,0,Cash
123549257,0,Credit Card
123461020,0,Cash
123563685,0,Cash
123430133,0,Cash
123473143,0,Cash
123443645,1,Cash
123706988,1,Cash
123616806,0,Cash
123426157,0,Cash
123554936,0,Cash
123674279,0,Cash
123572041,0,Cash
123664572,0,Credit Card
123669664,0,Cash
123518662,1,Cash
123559616,0,Cash
123633591,0,Cash
123557411,0,Cash
123583913,0,Cash
123709286,1,Cash
123431876,0,Cash
123451444,0,Cash
123543741,0,Cash
123481542,0,Cash
123610004,0,Cash
123441842,0,Cash
123568369,0,Cash
123525220,0,Cash
123484880,0,Cash
123627405,0,Cash
123675885,0,Cash
123455175,0,Cash
123632795,0,Cash
123508294,0,Cash
123540000,0,Cash
123573613,0,Cash
123629631,0,Cash
123458363,0,Cash
123542561,0,Cash
123686597,0,Cash
123728273,0,Cash
123626220,0,Cash
123488092,0,Cash
123429756,0,Cash
123723894,0,Cash
123580796,0,Credit Card
123698576,0,Cash
123668925,0,Cash
123683121,1,Cash
123494350,0,Cash
123532993,0,Cash
123484604,1,Cash
123666802,0,Cash
123516022,0,Cash
123654148,0,Cash
123469399,0,Cash
123508002,1,Cash
123542432,1,Cash
123589121,0,Cash
123699604,0,Cash
123502959,0,Cash
123638789,0,Cash
123522648,0,Cash
123585163,0,Cash
123497927,0,Cash
123449414,0,Cash
123584913,0,Cash
123430481,0,Credit Card
123453487,0,Cash
123629689,0,Cash
123547210,0,Cash
123546430,0,Credit Card
123597816,0,Cash
123634545,0,Cash
123629288,0,Credit Card
123674889,0,Cash
123665929,0,Cash
123426836,0,Cash
123484364,0,Cash
123456387,0,Cash
123713506,0,Cash
123444550,0,Credit Card
123575834,0,Cash
123655074,0,Cash
123466332,0,Credit Card
123481079,0,Cash
123605779,0,Cash
123639269,0,Cash
123478907,0,Cash
123588829,0,Cash
123619695,0,Cash
123535870,0,Cash
123470854,0,Cash
123470511,0,Cash
123678696,0,Cash
123512190,0,Cash
123555007,0,Cash
123621089,0,Cash
123525172,0,Credit Card
123502032,0,Cash
123471313,0,Cash
123436335,0,Cash
123528274,0,Cash
123599481,0,Cash
123570017,0,Cash
123662374,1,Cash
123597247,0,Cash
123621498,1,Cash
123430175,1,Cash
123464134,0,Cash
123461619,0,Cash
123515324,0,Cash
123572108,1,Cash
123721975,0,Cash
123604692,0,Cash
123569409,0,Cash
123473936,0,Cash
123438605,0,Cash
123591991,0,Cash
123724820,0,Cash
123660246,0,Cash
123430602,0,Cash
123678183,0,Cash
123623082,0,Cash
123705289,0,Cash
123632002,0,Cash
123590111,0,Cash
123650544,1,Cash
123427078,0,Cash
123696561,0,Cash
123438128,0,Cash
123536857,0,Cash
123436215,0,Cash
123425840,0,Cash
123463470,1,Cash
123669606,0,Cash
123508720,0,Cash
123544945,0,Credit Card
123492201,0,Credit Card
123699348,0,Cash
123449838,0,Cash
123612928,0,Cash
123553629,0,Cash
123558082,0,Cash
123541883,0,Cash
123542552,0,Cash
123475777,0,Cash
123678912,0,Cash
123594008,0,Cash
123546690,0,Cash
123497026,0,Cash
123528548,0,Cash
123439123,0,Cash
123487951,0,Cash
123515516,0,Cash
123665637,0,Credit Card
123455704,1,Cash
123638167,0,Cash
123456118,1,Cash
123660421,0,Cash
123641990,0,Cash
123510471,0,Cash
123427573,0,Credit Card
123655752,0,Cash
123725399,0,Cash
123678415,0,Cash
123723646,0,Cash
123522498,0,Cash
123597201,0,Cash
123434292,0,Cash
123588569,0,Cash
123580153,0,Cash
123663562,0,Cash
123618979,0,Cash
123673428,1,Cash
123446853,0,Cash
123709171,0,Cash
123457539,0,Cash
123474718,0,Cash
123673442,0,Cash
123507179,0,Credit Card
123661742,0,Cash
123516843,0,Credit Card
123562811,0,Cash
123567544,0,Cash
123613777,0,Cash
123636899,0,Cash
123558651,0,Cash
123693353,0,Cash
123505684,0,Cash
123426478,0,Cash
123507586,0,Cash
123648761,0,Cash
123583564,0,Cash
123676250,0,Cash
123712742,0,Cash
123566433,0,Cash
123470519,1,Cash
123679389,1,Cash
123516054,0,Cash
123607449,0,Cash
123694118,0,Cash
123479150,0,Cash
123523746,0,Cash
123702670,0,Cash
123567086,0,Cash
123604412,0,Cash
123582701,0,Credit Card
123619821,0,Cash
123703358,0,Cash
123515082,0,Cash
123599670,0,Cash
123581632,0,Cash
123597806,0,Cash
123661872,0,Cash
123665446,0,Cash
123547912,0,Cash
123493212,0,Cash
123583471,0,Cash
123662502,0,Cash
123566533,0,Cash
123588649,1,Cash
123614965,0,Cash
123698842,0,Cash
123517457,0,Cash
123679706,0,Cash
123455480,0,Cash
123690529,0,Cash
123615582,0,Cash
123476563,0,Credit Card
123636519,0,Cash
123532747,0,Cash
123578194,0,Cash
123471079,0,Credit Card
123448691,0,Cash
123445607,0,Cash
123444765,0,Cash
123601941,0,Cash
123581642,0,Cash
123637177,0,Cash
123445119,0,Credit Card
123605997,0,Cash
123463955,0,Cash
123585807,0,Cash
123428307,0,Cash
123510348,0,Cash
123546394,0,Cash
123428853,0,Cash
123635864,0,Cash
123721553,0,Cash
123476574,0,Cash
123625284,0,Cash
123436238,0,Cash
123524421,0,Cash
123506920,0,Cash
123616812,0,Cash
123579907,0,Cash
123628002,1,Cash
123616601,0,Cash
123698088,0,Cash
123564954,0,Cash
123555488,0,Credit Card
123598712,0,Cash
123602093,0,Cash
123504876,0,Cash
123718795,0,Cash
123716085,0,Cash
123729103,0,Cash
123633045,1,Cash
123696044,0,Cash
123605467,0,Cash
123601727,0,Cash
123588435,0,Cash
123455537,0,Cash
123596133,0,Credit Card
123523935,0,Cash
123537869,0,Cash
123637704,0,Cash
123723362,0,Cash
123564671,0,Cash
123436020,0,Cash
123522738,0,Cash
123720922,0,Credit Card
123686150,0,Cash
123485855,1,Cash
123585253,0,Cash
123579675,0,Cash
123600708,0,Cash
123616658,0,Cash
123518898,0,Cash
123641283,0,Cash
123441991,0,Cash
123727121,0,Cash
123631439,0,Cash
123534916,0,Cash
123569765,0,Cash
123597355,0,Cash
123639592,0,Cash
123541409,0,Cash
123485624,1,Cash
123591541,0,Cash
123481302,0,Cash
123439791,0,Cash
123597123,0,Cash
123614708,1,Cash
123473951,0,Cash
123449051,0,Cash
123434537,0,Cash
123644386,0,Cash
123596584,0,Credit Card
123642494,0,Cash
123709344,0,Cash
123434193,0,Cash
123693222,0,Cash
123437355,1,Cash
123473972,0,Cash
123447501,0,Credit Card
123623004,0,Cash
123528088,0,Cash
123589062,0,Cash
123460002,0,Cash
123485709,0,Cash
123581742,0,Cash
123479764,0,Cash
123470996,0,Cash
123664095,0,Cash
123428913,0,Credit Card
123625488,0,Cash
123621223,0,Cash
123700619,1,Cash
123485394,0,Cash
123433446,1,Cash
123675329,0,Cash
123646326,0,Cash
123510465,0,Cash
123645509,0,Credit Card
123685350,0,Cash
123444633,0,Cash
123649361,0,Credit Card
123684231,0,Cash
123510320,0,Cash
123645585,1,Cash
123527122,0,Cash
123707304,0,Cash
123646077,0,Cash
123627502,0,Cash
123598335,0,Cash
123436797,0,Cash
123661071,0,Cash
123668900,0,Cash
123484611,0,Cash
123661713,0,Cash
123428517,0,Cash
123536400,0,Cash
123621575,0,Cash
123477410,0,Cash
123640217,0,Cash
123522127,0,Cash
123478162,0,Cash
123569922,0,Cash
123730098,0,Cash
123609244,0,Cash
123553631,1,Cash
123671275,0,Cash
123594097,0,Cash
123521125,0,Cash
123711455,0,Cash
123657788,0,Cash
123508108,0,Cash
123658252,0,Cash
123482797,0,Cash
123520326,0,Cash
123507504,0,Cash
123683697,0,Cash
123544678,0,Cash
123558043,0,Credit Card
123555096,0,Cash
123715741,0,Cash
123448859,0,Cash
123703023,0,Cash
123475495,0,Cash
123574838,0,Cash
123584658,0,Cash
123446158,0,Cash
123589861,0,Cash
123484456,0,Cash
123494985,0,Cash
123443866,0,Cash
123568021,0,Cash
123659849,0,Cash
123694187,0,Cash
123612068,0,Cash
123663746,0,Cash
123708761,0,Credit Card
123612472,0,Cash
123636098,0,Cash
123690865,0,Cash
123499117,0,Credit Card
123698362,0,Cash
123725538,0,Cash
123545828,1,Cash
123638611,0,Cash
123474218,0,Cash
123595789,0,Cash
123617475,0,Cash
123545948,0,Credit Card
123658528,0,Cash
123611018,0,Cash
123457850,0,Cash
123512933,0,Cash
123691612,0,Cash
123603571,0,Cash
123552690,0,Credit Card
123710213,0,Cash
123425223,0,Cash
123442939,0,Cash
123612129,0,Cash
123663621,0,Cash
123647129,0,Cash
123445952,0,Cash
123705633,0,Cash
123597617,1,Cash
123676476,0,Cash
123584847,0,Cash
123677215,0,Credit Card
123698465,0,Cash
123461293,0,Cash
123517562,0,Cash
123543781,0,Cash
123695925,0,Cash
123556715,0,Cash
123591007,0,Cash
123431800,0,Credit Card
123553016,0,Cash
123730061,0,Cash
123680674,0,Cash
123726870,0,Cash
123632094,0,Cash
123571994,0,Cash
123672716,1,Cash
123630511,0,Cash
123647763,1,Cash
123717047,0,Credit Card
123512914,0,Cash
123495274,0,Cash
123587307,1,Cash
123661892,0,Cash
123512923,0,Cash
123642724,0,Cash
123617527,0,Cash
123654046,0,Cash
123441661,0,Cash
123463310,0,Cash
123712845,0,Cash
123572402,0,Cash
123722058,0,Cash
123544963,0,Cash
123541735,0,Cash
123637329,0,Cash
123473980,0,Cash
123459886,0,Cash
123717164,0,Cash
123698936,0,Cash
123609718,0,Cash
123472378,0,Cash
123699045,0,Cash
123434715,1,Cash
123637441,0,Cash
123434866,0,Cash
123675941,0,Cash
123576067,0,Cash
123471506,0,Cash
123466379,0,Cash
123523392,0,Cash
123730350,0,Cash
123661714,0,Cash
123436127,0,Credit Card
123523061,0,Cash
123659373,0,Cash
123637553,0,Cash
123600174,0,Cash
123645393,0,Cash
123710944,0,Credit Card
123451433,0,Cash
123570283,0,Cash
123440127,0,Cash
123567543,0,Cash
123642866,0,Cash
123483780,0,Cash
123466420,0,Cash
123541288,0,Cash
123526928,0,Cash
123469447,0,Credit Card
123583511,0,Credit Card
123728850,0,Cash
123540923,0,Cash
123527340,0,Cash
123690418,0,Cash
123618452,0,Cash
123441810,0,Cash
123606342,0,Cash
123515539,0,Cash
123428483,0,Cash
123613071,0,Cash
123579982,0,Cash
123661461,0,Cash
123521538,0,Cash
123483044,0,Cash
123611447,0,Cash
123441275,0,Cash
123620605,0,Cash
123480292,0,Cash
123425894,0,Cash
123725112,0,Cash
123629071,0,Cash
123507838,0,Cash
123572845,0,Cash
123547187,0,Cash
123675676,0,Cash
123594894,0,Cash
123614752,0,Cash
123466839,0,Credit Card
123584295,0,Cash
123558352,0,Cash
123647490,0,Cash
123461420,0,Cash
123676437,0,Cash
123554510,1,Cash
123580606,0,Cash
123489777,0,Cash
123649125,0,Cash
123617601,0,Cash
123588673,0,Cash
123599262,0,Cash
123456831,0,Cash
123462069,0,Cash
123512153,0,Cash
123556997,0,Cash
123634872,0,Cash
123624127,0,Credit Card
123655267,0,Credit Card
123654706,0,Cash
123507293,1,Cash
123566782,0,Cash
123642097,0,Cash
123668128,0,Cash
123530281,0,Cash
123568217,1,Cash
123654186,0,Cash
123427975,0,Cash
123562698,0,Cash
123631219,0,Cash
123663585,0,Cash
123588969,0,Cash
123655995,0,Cash
123674252,0,Cash
123436739,0,Cash
123637607,0,Cash
123439841,0,Cash
123551793,0,Cash
123721123,0,Cash
123708079,0,Credit Card
123541473,0,Cash
123489023,0,Cash
123580244,0,Cash
123575797,0,Cash
123672330,0,Cash
123636293,0,Cash
123563318,0,Cash
123697091,0,Credit Card
123460648,0,Cash
123728029,0,Cash
123684591,0,Cash
123602019,0,Cash
123613486,0,Cash
123727757,0,Cash
123518584,0,Cash
123572163,0,Cash
123486997,0,Cash
123583445,0,Cash
123476404,0,Cash
123607223,0,Cash
123722581,0,Cash
123482636,0,Cash
123425741,0,Cash
123711505,0,Cash
123517931,0,Cash
123639993,0,Cash
123688601,0,Cash
123463055,0,Cash
123521677,0,Cash
123582401,0,Cash
